Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,16T,17T,18T,19T,13T,22T,14T,27T,20T,81T,21T,24T,25T,26T,79T,84T,85T,41T,46T,47T,72T,82T,83T,88T,90T,91T,28T,29T,30T,31T,74T,32T,33T,34T,60T,71T,77T,87T,35T,36T,37T,38T,39T,40T,57T,73T,58T,67T,75T,68T,69T,70T,76T,86T,92T,42T,44T,62T,63T,78T,89T,43T,80T,93T
2021_12_15,46.0,52,39.0,38,39.0,36,37.0,48.0,45.0,45,50.0,53.0,49.0,47.0,47,60,43.0,40.0,35.0,44.0,58.0,35.0,45.0,34.0,50.0,34.0,39.0,18.0,36.0,41.0,40.0,44.0,43,39.0,17.0,23.0,31.0,27.0,43.0,29,27.0,29,32,34.0,34.0,29.0,36.0,32.0,28.0,35.0,21.0,27.0,21.0,32.0,21.0,18.0,31.0,27.0,31.0,19.0,33.0,22.0,33.0,33,31.0,37.0,40.0,29.0,23.0,18,14,16,10.0,21.0,23.0,9.0,15.0
2021_12_16,51.0,49,39.0,42,41.0,40,40.0,53.0,47.0,51,53.0,53.0,46.0,44.0,40,63,53.0,45.0,40.0,51.0,64.0,49.0,47.0,41.0,56.0,34.0,41.0,28.0,37.0,42.0,33.0,46.0,44,30.0,18.0,14.0,20.0,30.0,44.0,38,35.0,39,31,33.0,50.0,30.0,48.0,47.0,26.0,41.0,18.0,25.0,21.0,35.0,22.0,17.0,31.0,24.0,20.0,20.0,28.0,21.0,32.0,29,26.0,41.0,37.0,30.0,30.0,26,16,16,13.0,28.0,23.0,11.0,21.0
2021_12_17,40.0,38,32.0,34,30.0,33,31.0,45.0,38.0,40,44.0,48.0,35.0,34.0,29,48,40.0,36.0,33.0,43.0,58.0,37.0,48.0,32.0,41.0,32.0,38.0,34.0,36.0,35.0,35.0,34.0,33,27.0,12.0,12.0,20.0,21.0,32.0,29,43.0,34,35,39.0,36.0,25.0,38.0,42.0,21.0,33.0,15.0,22.0,17.0,24.0,19.0,17.0,24.0,22.0,17.0,16.0,27.0,17.0,31.0,31,26.0,32.0,38.0,26.0,25.0,19,13,12,7.0,33.0,27.0,10.0,29.0
2021_12_18,29.0,31,21.0,26,30.5,22,20.0,28.0,29.0,28,29.0,29.0,27.0,24.0,22,41,28.0,25.0,23.0,26.0,40.0,27.0,30.0,23.0,32.0,22.0,39.0,34.0,32.0,28.0,31.0,38.0,30,31.0,13.0,21.0,20.0,30.0,26.0,14,26.0,17,22,22.0,20.0,18.0,27.0,23.0,22.0,30.0,15.0,25.0,21.0,25.0,25.0,18.0,25.0,26.0,23.0,20.0,29.0,22.0,30.0,34,27.0,32.0,32.0,32.0,21.0,17,18,15,9.0,19.0,22.0,9.0,20.0
2021_12_19,28.0,28,21.0,20,23.0,21,39.0,29.0,28.0,27,30.0,29.0,27.0,23.0,22,39,27.0,25.0,23.0,28.0,37.0,27.0,28.0,27.0,32.0,24.0,35.0,28.0,30.0,29.0,31.0,43.0,27,33.0,19.0,19.0,32.0,37.0,29.0,15,21.0,17,21,19.0,20.0,17.0,26.0,23.0,19.0,29.0,14.0,30.0,24.0,33.0,22.0,29.0,31.0,33.0,31.0,22.0,33.0,30.0,35.0,35,37.0,37.0,33.0,37.0,14.0,18,14,13,8.0,15.0,14.0,8.0,11.0
2021_12_20,47.0,48,35.0,40,36.0,36,36.0,45.0,45.0,46,56.0,45.0,42.0,38.0,34,57,45.0,44.0,37.0,42.0,57.0,46.0,51.0,39.0,57.0,37.0,50.0,43.0,53.0,44.0,43.0,50.0,41,34.0,16.0,29.0,50.0,45.0,40.0,29,34.0,29,29,30.0,31.0,23.0,30.0,21.5,34.0,54.0,19.0,32.0,26.0,34.0,28.0,23.0,33.0,30.0,32.0,24.0,34.0,28.0,34.0,39,36.0,39.0,40.0,35.0,15.0,15,15,13,8.0,14.0,20.0,8.0,10.0
2021_12_21,60.0,62,50.0,46,52.0,54,51.0,67.0,58.0,63,70.0,63.0,57.0,55.0,55,79,60.0,57.0,53.0,51.0,81.0,59.0,59.0,46.0,72.0,51.0,60.0,48.0,54.0,48.0,44.0,60.0,58,36.0,12.0,42.0,36.0,42.0,45.0,48,52.0,48,44,53.0,48.0,46.0,50.0,54.0,49.0,52.0,26.0,34.0,31.0,35.0,29.0,23.0,34.0,32.0,35.0,23.0,34.0,24.0,36.0,36,39.0,39.0,49.0,33.0,28.0,18,20,16,11.0,21.0,21.0,8.0,17.0
2021_12_22,68.0,71,54.0,61,58.0,56,54.0,73.0,67.0,68,76.0,75.0,53.5,67.0,57,101,81.0,58.0,52.0,60.0,84.0,63.0,59.0,56.0,77.0,54.0,56.0,44.0,53.0,53.0,44.0,57.0,51,35.0,14.0,23.0,27.0,25.0,42.0,47,55.0,47,49,51.0,68.0,43.0,66.0,56.0,42.0,69.0,34.0,33.0,29.0,25.333333333333332,26.0,25.0,31.0,31.0,33.0,22.0,33.0,22.0,38.0,34,43.0,29.0,45.0,32.0,28.0,15,14,17,12.0,16.0,34.0,9.0,12.0
2021_12_23,68.0,60,49.0,45,51.0,54,47.0,67.0,60.0,68,63.0,68.0,52.0,53.0,56,88,55.0,52.0,47.0,67.0,81.0,57.0,64.0,50.0,68.0,48.0,52.0,43.0,45.0,51.0,48.0,44.0,45,34.0,11.0,18.0,32.0,34.0,36.0,48,57.0,37,50,51.0,62.0,50.0,53.0,38.0,35.0,42.0,33.0,34.0,30.0,29.0,25.0,23.0,31.0,35.0,37.0,22.0,36.0,24.0,38.0,37,35.0,38.0,48.0,37.0,31.0,19,14,17,10.0,23.0,27.0,9.0,16.0
2021_12_24,56.0,51,34.0,41,43.0,38,37.0,62.0,54.0,53,48.0,64.0,57.0,39.0,37,81,44.0,42.0,35.0,58.0,70.0,41.0,57.0,41.0,71.0,42.0,56.0,52.0,41.0,51.0,51.0,51.0,34,38.0,18.0,26.0,41.0,43.0,39.0,39,32.0,22,33,27.0,44.0,34.0,38.0,29.0,21.0,30.0,19.0,34.0,31.0,38.0,30.0,25.0,35.0,36.0,37.0,21.0,36.0,25.0,37.0,40,38.0,47.0,48.0,44.0,21.0,17,16,18,12.0,10.0,23.0,14.0,16.0
2021_12_25,23.0,23,17.0,13,24.0,18,19.0,28.0,29.0,26,26.0,40.0,31.0,22.0,17,41,26.0,18.0,17.0,24.0,29.0,24.0,24.0,26.0,43.0,22.0,45.0,46.0,17.0,44.0,43.0,36.0,26,40.0,18.0,13.0,18.0,19.0,18.0,24,25.0,12,19,20.0,23.0,19.0,24.0,20.0,16.0,24.0,14.0,38.0,32.0,41.0,31.0,27.0,38.0,36.0,36.0,22.0,37.0,25.0,37.0,40,45.0,50.0,36.3125,46.0,11.0,14,18,17,10.0,12.0,12.0,9.0,9.0
2021_12_26,26.0,21,18.0,18,19.0,17,20.0,29.0,26.0,26,26.0,29.0,25.0,19.0,17,35,26.0,19.0,17.0,20.0,27.0,19.0,22.0,21.0,25.0,16.0,30.0,29.0,14.0,18.0,17.0,25.0,21,25.0,10.0,7.0,13.0,9.0,25.0,17,18.0,14,22,17.0,21.0,17.0,24.0,24.0,19.0,24.0,15.0,38.0,34.0,31.0,28.0,21.0,30.0,38.0,37.0,23.0,29.0,21.0,35.0,33,33.0,42.0,33.0,31.0,12.0,14,18,19,12.0,15.0,13.0,8.0,8.0
2021_12_27,36.0,29,23.0,23,27.0,23,24.0,41.0,33.0,37,35.0,49.0,35.0,27.0,26,44,24.0,27.0,24.0,34.0,46.0,23.0,32.0,18.0,32.0,17.0,32.0,25.0,24.0,22.0,24.0,21.0,14,21.0,6.0,4.0,6.0,7.0,11.0,23,31.0,23,23,24.0,20.0,16.0,19.0,26.0,15.0,19.0,16.0,29.0,26.0,25.0,15.0,14.0,22.0,27.0,34.0,20.0,23.0,17.0,32.0,23,26.0,26.0,24.0,26.0,17.0,18,20,20,11.0,23.0,15.0,9.0,12.0
2021_12_28,19.0,17,15.0,11,17.0,11,17.0,22.0,19.0,19,21.0,28.0,18.0,14.0,16,28,20.0,15.0,15.0,21.0,34.0,15.0,19.0,16.0,19.0,12.0,31.0,24.0,19.0,17.0,19.0,22.0,15,16.0,8.0,5.0,11.0,8.0,9.0,13,18.0,15,17,17.0,14.0,13.0,13.0,13.0,9.0,15.0,10.0,25.0,23.0,23.0,18.0,11.0,21.0,23.0,25.0,17.0,22.0,15.0,28.0,21,23.0,27.0,20.0,22.0,15.0,17,20,21,9.0,16.0,15.0,9.0,12.0
2021_12_29,19.0,19,13.0,15,16.0,14,18.0,19.0,20.0,19,23.0,26.0,19.0,16.0,16,30,24.0,17.0,17.0,21.0,31.0,18.0,18.0,16.0,19.0,16.0,29.0,24.0,16.0,22.0,28.0,20.0,16,21.0,10.0,5.0,17.0,7.0,14.0,11,18.0,12,16,13.0,16.0,10.0,15.0,15.0,11.0,17.0,9.0,21.0,17.0,20.0,18.0,12.0,20.0,19.0,21.0,18.0,25.0,14.0,29.0,26,20.0,27.0,17.0,23.0,10.0,10,16,15,10.0,15.0,12.0,7.0,8.0
2021_12_30,23.0,23,18.0,18,18.0,15,19.0,24.0,22.0,23,26.0,28.0,21.0,16.0,17,31,21.0,19.0,17.0,18.0,28.0,17.0,22.0,16.0,15.0,14.0,30.0,20.0,17.0,17.0,18.0,20.0,13,24.0,6.0,6.0,14.0,8.0,8.0,11,11.0,11,15,11.0,14.0,16.0,15.0,35.0,12.0,19.0,7.0,21.0,17.0,22.0,16.0,14.0,20.0,18.0,19.0,16.0,21.0,15.0,28.0,25,22.0,25.0,15.0,22.0,9.0,13,15,13,8.0,10.0,9.0,7.0,11.0
2021_12_31,23.0,25,18.0,20,19.0,17,21.0,25.0,23.0,23,28.0,25.0,23.0,17.0,18,31,23.0,19.0,16.0,18.0,28.0,17.0,26.0,16.0,16.0,15.0,30.0,26.0,21.0,20.0,17.0,16.0,14,14.0,6.0,10.0,14.0,11.0,9.0,11,16.0,14,19,15.0,14.0,15.0,16.0,14.0,12.0,17.0,10.0,22.0,18.0,21.0,17.0,12.0,21.0,25.0,23.0,18.0,23.0,14.0,26.0,25,22.0,23.0,16.0,22.0,11.0,15,19,16,8.0,13.0,14.0,8.0,12.0
